$CASNumber$,$prospectCAS$,$auto_status$,$on_ref_list$,$curatedCAS$,$categoryCAS$,$is_new$,$comment$,$first_date$,$change_date$,$change_comment$
$000067-30-1$,$67-30-1$,$cleaned$,$verified;normal$,$67-63-0$,$corrected$,$False$,$Typo: although CASNumber is valid CAS, records match IngredientName so changing to that.$,$d:2021-10-06$,$$,$$
$000067-48-1$,$67-48-1$,$cleaned$,$verified;normal$,$67-48-1$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000067-56-1$,$67-56-1$,$cleaned$,$verified;normal$,$67-56-1$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000067-56-1 009016-45-9$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$000067-56-1/007664-41- 7$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$000067-63-0$,$67-63-0$,$cleaned$,$verified;normal$,$67-63-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000068-11-1$,$68-11-1$,$cleaned$,$verified;normal$,$68-11-1$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000068-12-2$,$68-12-2$,$cleaned$,$verified;normal$,$68-12-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000071-23-8$,$71-23-8$,$cleaned$,$verified;normal$,$71-23-8$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000071-48-7$,$71-48-7$,$cleaned$,$verified;normal$,$71-48-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000075-07-0$,$75-07-0$,$cleaned$,$verified;normal$,$75-07-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000075-12-7$,$75-12-7$,$cleaned$,$verified;normal$,$75-12-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000075-25-8$,$$,$unk$,$unk$,$75-21-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$000075-50-3$,$75-50-3$,$cleaned$,$verified;normal$,$75-50-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000075-57-0$,$75-57-0$,$cleaned$,$verified;normal$,$75-57-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000075-91-2$,$75-91-2$,$cleaned$,$verified;normal$,$75-91-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000077-92-9$,$77-92-9$,$cleaned$,$verified;normal$,$77-92-9$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000078-40-0$,$78-40-0$,$cleaned$,$verified;normal$,$78-40-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000079-06-1$,$79-06-1$,$cleaned$,$verified;normal$,$79-06-1$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000079-21-0$,$79-21-0$,$cleaned$,$verified;normal$,$79-21-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000085-44-9$,$85-44-9$,$cleaned$,$verified;normal$,$85-44-9$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000088-99-3$,$88-99-3$,$cleaned$,$verified;normal$,$88-99-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000089-65-6$,$89-65-6$,$cleaned$,$verified;normal$,$89-65-6$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000091-20-3$,$91-20-3$,$cleaned$,$verified;normal$,$91-20-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000093-36-6$,$$,$unk$,$unk$,$95-63-6$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$000095-63-6$,$95-63-6$,$cleaned$,$verified;normal$,$95-63-6$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000100-44-7$,$100-44-7$,$cleaned$,$verified;normal$,$100-44-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000100-97-0$,$100-97-0$,$cleaned$,$verified;normal$,$100-97-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000101-71-6$,$$,$unk$,$unk$,$102-71-6$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$000102-71-6$,$102-71-6$,$cleaned$,$verified;normal$,$102-71-6$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000104-40-5$,$104-40-5$,$cleaned$,$verified;normal$,$104-40-5$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000104-55-2$,$104-55-2$,$cleaned$,$verified;normal$,$104-55-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000104-76-7$,$104-76-7$,$cleaned$,$verified;normal$,$104-76-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000106-24-7$,$$,$unk$,$unk$,$108-24-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$000107-19-7$,$107-19-7$,$cleaned$,$verified;normal$,$107-19-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000107-21-1$,$107-21-1$,$cleaned$,$verified;normal$,$107-21-1$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000108-01-0$,$108-01-0$,$cleaned$,$verified;normal$,$108-01-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000108-24-7$,$108-24-7$,$cleaned$,$verified;normal$,$108-24-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000108-32-7$,$108-32-7$,$cleaned$,$verified;normal$,$108-32-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000109-55-7$,$109-55-7$,$cleaned$,$verified;normal$,$109-55-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000110-54-3$,$110-54-3$,$cleaned$,$verified;normal$,$110-54-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000111-30-8$,$111-30-8$,$cleaned$,$verified;normal$,$111-30-8$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000111-40-0$,$111-40-0$,$cleaned$,$verified;normal$,$111-40-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000111-42-2$,$111-42-2$,$cleaned$,$verified;normal$,$111-42-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000111-46-6$,$111-46-6$,$cleaned$,$verified;normal$,$111-46-6$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000111-76-2$,$111-76-2$,$cleaned$,$verified;normal$,$111-76-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000111-77-3$,$111-77-3$,$cleaned$,$verified;normal$,$111-77-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000111-87-5$,$111-87-5$,$cleaned$,$verified;normal$,$111-87-5$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000112-30-1$,$112-30-1$,$cleaned$,$verified;normal$,$112-30-1$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000112-40-3$,$112-40-3$,$cleaned$,$verified;normal$,$112-40-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000112-80-1$,$112-80-1$,$cleaned$,$verified;normal$,$112-80-1$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000122-18-9$,$122-18-9$,$cleaned$,$verified;normal$,$122-18-9$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000122-20-3$,$122-20-3$,$cleaned$,$verified;normal$,$122-20-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000124-04-9$,$124-04-9$,$cleaned$,$verified;normal$,$124-04-9$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000124-18-5$,$124-18-5$,$cleaned$,$verified;normal$,$124-18-5$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000127-08-2$,$127-08-2$,$cleaned$,$verified;normal$,$127-08-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000127-09-3$,$127-09-3$,$cleaned$,$verified;normal$,$127-09-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$0001302-78-9$,$1302-78-9$,$cleaned$,$verified;normal$,$1302-78-9$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$0001310-73-2$,$1310-73-2$,$cleaned$,$verified;normal$,$1310-73-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000139-07-1$,$139-07-1$,$cleaned$,$verified;normal$,$139-07-1$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000139-08-2$,$139-08-2$,$cleaned$,$verified;normal$,$139-08-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000141-43-5$,$141-43-5$,$cleaned$,$verified;normal$,$141-43-5$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000141-53-7$,$141-53-7$,$cleaned$,$verified;normal$,$141-53-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000143-18-0$,$143-18-0$,$cleaned$,$verified;normal$,$143-18-0$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000144-55-8$,$144-55-8$,$cleaned$,$verified;normal$,$144-55-8$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000151-21-3$,$151-21-3$,$cleaned$,$verified;normal$,$151-21-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000497-19-8$,$497-19-8$,$cleaned$,$verified;normal$,$497-19-8$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000533-74-4$,$533-74-4$,$cleaned$,$verified;normal$,$533-74-4$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000540-72-7$,$540-72-7$,$cleaned$,$verified;normal$,$540-72-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000544-76-3$,$544-76-3$,$cleaned$,$verified;normal$,$544-76-3$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000577-11-7$,$577-11-7$,$cleaned$,$verified;normal$,$577-11-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000584-08-7$,$584-08-7$,$cleaned$,$verified;normal$,$584-08-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000590-29-4$,$590-29-4$,$cleaned$,$verified;normal$,$590-29-4$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000593-81-7$,$593-81-7$,$cleaned$,$verified;normal$,$593-81-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000629-50-5$,$629-50-5$,$cleaned$,$verified;normal$,$629-50-5$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000629-59-4$,$629-59-4$,$cleaned$,$verified;normal$,$629-59-4$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$000631-61-8$,$631-61-8$,$cleaned$,$verified;normal$,$631-61-8$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$00064-17-5$,$64-17-5$,$cleaned$,$verified;normal$,$64-17-5$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
